Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Description,Investor Names
Non Equity Assistance - TurboOne,https://www.crunchbase.com/funding_round/turboone-non-equity-assistance--db0d1bf8,"Gîza, Al Jizah, Egypt, Africa",TurboOne,https://www.crunchbase.com/organization/turboone,Non-equity Assistance,,,,2019-12-01,"TurboOne offers automotive services like car washing, car insurance and roadside assistance.",AUC Venture Lab
Non Equity Assistance - instadiet.me,https://www.crunchbase.com/funding_round/instadiet-me-non-equity-assistance--fd33a301,"Cairo, Al Qahirah, Egypt, Africa",instadiet.me,https://www.crunchbase.com/organization/instadiet-me,Non-equity Assistance,,,,2018-12-01,"instadiet.me offers a program where clients can bring their blood sugar down to normal levels, without medication or surgery.",AUC Venture Lab
Non Equity Assistance - A1Smart Cam,https://www.crunchbase.com/funding_round/a1smart-cam-non-equity-assistance--af34fc35,"Cairo, Al Qahirah, Egypt, Africa",A1Smart Cam,https://www.crunchbase.com/organization/a1smart-cam,Non-equity Assistance,,,,2020-06-01,"A1Softech is a cutting-edge software company, systems integrator, and technology supplier.",AUC Venture Lab
Non Equity Assistance - Filsekka,https://www.crunchbase.com/funding_round/filsekka-non-equity-assistance--33f3a75d,"Cairo, Al Qahirah, Egypt, Africa",Filsekka,https://www.crunchbase.com/organization/filsekka,Non-equity Assistance,,,,2018-06-01,Filsekka is the first medical platform designed to care and support pregnant women in the Arab world.,AUC Venture Lab
Non Equity Assistance - Yalla Sa7el,https://www.crunchbase.com/funding_round/yalla-sa7el-non-equity-assistance--b7dbe623,"Cairo, Al Qahirah, Egypt, Africa",Yalla Sa7el,https://www.crunchbase.com/organization/yalla-sa7el,Non-equity Assistance,,,,2018-06-01,Yalla Sa7el provides online vacation accommodations.,AUC Venture Lab
Non Equity Assistance - SubsBase,https://www.crunchbase.com/funding_round/subsbase-non-equity-assistance--12a44a57,"Cairo, Al Qahirah, Egypt, Africa",SubsBase,https://www.crunchbase.com/organization/subsbase,Non-equity Assistance,,,,2019-12-01,SubsBase offers comprehensive subscription management and billing solutions that help businesses acquire and retain more customers.,AUC Venture Lab
Seed Round - RubiQube,https://www.crunchbase.com/funding_round/rubiqube-limited-seed--3d4839d6,"Lagos, Lagos, Nigeria, Africa",RubiQube,https://www.crunchbase.com/organization/rubiqube-limited,Seed,150000,USD,150000,2020-07-19,"Rubiqube is an Advertising technology company with focus on Video and other Super Rich Media, with a goal to drive customer engagement.",FasterCapital
Non Equity Assistance - Sports of Egypt,https://www.crunchbase.com/funding_round/sports-of-egypt-non-equity-assistance--50c109ae,"Cairo, Al Qahirah, Egypt, Africa",Sports of Egypt,https://www.crunchbase.com/organization/sports-of-egypt,Non-equity Assistance,,,,2018-06-01,Sports of Egypt is a platform for documenting the official competition results of events taking place in Egypt.,AUC Venture Lab
Non Equity Assistance - 3yadtty.com,https://www.crunchbase.com/funding_round/3yadtty-com-non-equity-assistance--7dea4ad2,"Mansourah, Ad Daqahliyah, Egypt, Africa",3yadtty.com,https://www.crunchbase.com/organization/3yadtty-com,Non-equity Assistance,,,,2019-12-01,"3yadtty.com is an online video platform where patients can consult with doctors, find out about their symptoms, medicines and treatment.",AUC Venture Lab
Non Equity Assistance - DigiFi,https://www.crunchbase.com/funding_round/digifi-7782-non-equity-assistance--f59bf500,"Cairo, Al Qahirah, Egypt, Africa",DigiFi,https://www.crunchbase.com/organization/digifi-7782,Non-equity Assistance,,,,2019-12-01,Wifi Marketing tool that helps venues to analysis their guests data and utilize the data for efficient targeted media.,AUC Venture Lab
Non Equity Assistance - Clickmare.com,https://www.crunchbase.com/funding_round/clickmare-com-non-equity-assistance--f7c05c39,"Cairo, Al Qahirah, Egypt, Africa",Clickmare.com,https://www.crunchbase.com/organization/clickmare-com,Non-equity Assistance,,,,2020-06-01,Healthcare system,AUC Venture Lab
Seed Round - Djamo,https://www.crunchbase.com/funding_round/djamo-seed--9def040b,"Ebène, Plaines Wilhems, Mauritius, Africa",Djamo,https://www.crunchbase.com/organization/djamo,Seed,125000,USD,125000,2021-02-09,Djamo is the Mobile Banking for French Speaking western Africa.,Y Combinator
Pre Seed Round - Cassbana,https://www.crunchbase.com/funding_round/cassbana-pre-seed--16f633cc,"Cairo, Al Qahirah, Egypt, Africa",Cassbana,https://www.crunchbase.com/organization/cassbana,Pre-Seed,1000000,USD,1000000,2021-01-06,"Cassbana uses AI to run a behavior-based credit scoring system, which determines individuals and businesses ' access to credit.","Access Bridge Ventures, Disruptech, Outliers Venture Capital"
Funding Round - African Guarantee Fund,https://www.crunchbase.com/funding_round/african-guarantee-fund-undisclosed--714f34d1,"Nairobi, Nairobi Area, Kenya, Africa",African Guarantee Fund,https://www.crunchbase.com/organization/african-guarantee-fund,Funding Round,20000000,USD,20000000,2021-05-17,AGF contributes to the promotion of economic development vital for prosperity and poverty reduction in Africa by enabling SMEs.,Danish Investment Fund
Corporate Round - BBOXX Kenya,https://www.crunchbase.com/funding_round/bboxx-kenya-corporate-round--da6a7e75,"Kisumu, Nyanza, Kenya, Africa",BBOXX Kenya,https://www.crunchbase.com/organization/bboxx-kenya,Corporate Round,,,,2021-02-26,"BBOXX Kenya designs,manufactures,distributes and finances innovative solar systems to improve energy access.",Électricité de France
Pre Seed Round - Sety,https://www.crunchbase.com/funding_round/sety-pre-seed--cf7eaf3f,"Lagos, Lagos, Nigeria, Africa",Sety,https://www.crunchbase.com/organization/sety,Pre-Seed,100000,USD,100000,2021-09-01,"Sety is a security platform that connects victims to the security or medical emergency, guaranteeing safety and digitalizing out solutions.",Future Africa
Pre Seed Round - Horezone,https://www.crunchbase.com/funding_round/horezone-pre-seed--8178fdd5,"Asaba, Delta, Nigeria, Africa",Horezone,https://www.crunchbase.com/organization/horezone,Pre-Seed,20000,USD,20000,2020-05-05,"Horezone is an e-commerce company building an online marketplace where innovation, convenience and quality products are offered to customers",Investment Partners
Seed Round - BokDoc,https://www.crunchbase.com/funding_round/bokdoc-seed--94b67db2,"Cairo, Al Qahirah, Egypt, Africa",BokDoc,https://www.crunchbase.com/organization/bokdoc,Seed,,,,2021-07-08,BokDoc is a surgical procedures marketplace in MENA.,Plug and Play Tech Center
Seed Round - Chari,https://www.crunchbase.com/funding_round/chari-ma-seed--cdbc03cf,"Bouskoura, Grand Casablanca, Morocco, Africa",Chari,https://www.crunchbase.com/organization/chari-ma,Seed,,,,2021-07-23,Chari is a B2B e-commerce and fintech platform for traditional proximity stores in French Speaking Africa.,Plug and Play Tech Center
Grant - Flare,https://www.crunchbase.com/funding_round/flare-grant--be3ab7ec,"Nairobi, Nairobi Area, Kenya, Africa",Flare,https://www.crunchbase.com/organization/flare,Grant,25000,USD,25000,2020-12-07,"Flare is a digital response platform, including both infrastructure and consumer-facing products like mobile and browser-based apps",Sheraa Sharjah
Non Equity Assistance - Bosta,https://www.crunchbase.com/funding_round/bosta-non-equity-assistance--43411578,"Cairo, Al Qahirah, Egypt, Africa",Bosta,https://www.crunchbase.com/organization/bosta,Non-equity Assistance,,,,2017-06-01,"Bosta provides an on-demand courier app with a B2C focus, allowing users to send parcels to their customers.",AUC Venture Lab
Seed Round - Mono,https://www.crunchbase.com/funding_round/mono-seed--69a35185,"Lagos, Lagos, Nigeria, Africa",Mono,https://www.crunchbase.com/organization/mono,Seed,,,,2020-09-30,Mono creates an API financial platform that helps companies in collecting and managing bank transfer payments.,"MAGIC Fund, Ventures Platform"
Venture Round - Baobab+,https://www.crunchbase.com/funding_round/baobab-fb68-series-unknown--9e4f675e,"Dakar, Dakar, Senegal, Africa",Baobab+,https://www.crunchbase.com/organization/baobab-fb68,Venture - Series Unknown,2000000,EUR,2355712,2021-04-01,Baobab+ is a social business committed to providing access to energy and digital.,Triple Jump
Seed Round - Nala,https://www.crunchbase.com/funding_round/nala-money-seed--d5d4d146,"Dar Es Salaam, Dar es Salaam, Tanzania, Africa",Nala,https://www.crunchbase.com/organization/nala-money,Seed,150000,USD,150000,2019-03-18,"NALA is an application interface that makes payments faster, simpler and more convenient for users. NALA works offline.","9Yards Capital, Aaron Fu, DFS Lab, Nyca Partners, Sajid Rahman, The MBA Fund, VentureSouq, Y Combinator"
Grant - Daily Maverick,https://www.crunchbase.com/funding_round/daily-maverick-grant--1c875c22,"Johannesburg, NA - South Africa, South Africa, Africa",Daily Maverick,https://www.crunchbase.com/organization/daily-maverick,Grant,,,,2018-11-27,"The Daily Maverick is an online newspaper with news, information, analysis, newsletters, opinion pieces, and advertisements.",
Pre Seed Round - Pravica,https://www.crunchbase.com/funding_round/pravica-pre-seed--7e8f4e4d,"Cairo, Al Qahirah, Egypt, Africa",Pravica,https://www.crunchbase.com/organization/pravica,Pre-Seed,500000,USD,500000,2020-04-30,Pravica has created one of the world’s first truly private and secure communication platforms.,"500 Startups, DYRES Ventures, Modus Capital"
Grant - DilenyTech,https://www.crunchbase.com/funding_round/dileny-technologies-grant--382953f7,"Gizah, Al Jizah, Egypt, Africa",DilenyTech,https://www.crunchbase.com/organization/dileny-technologies,Grant,160000,USD,160000,2021-02-08,DilenyTech is a health tech startup that develops AI and medical imaging solutions to improve the quality of healthcare.,"Information Technology Academia Collaboration, ITIDA"
Debt Financing - Liquid Telecom,https://www.crunchbase.com/funding_round/liquid-telecom-debt-financing--f6ec6113,"Ebène, Plaines Wilhems, Mauritius, Africa",Liquid Telecom,https://www.crunchbase.com/organization/liquid-telecom,Debt Financing,840000000,USD,840000000,2021-02-25,"Liquid Telecom is an independent data, voice, and IP provider that is committed to building Africa’s digital future.","Deutsche Investitions- und Entwicklungsgesellschaft mbH, Emerging Africa Infrastructure Fund, International Finance Corporation"
Venture Round - Wala,https://www.crunchbase.com/funding_round/wala-series-unknown--3b28b452,"Cape Town, NA - South Africa, South Africa, Africa",Wala,https://www.crunchbase.com/organization/wala,Venture - Series Unknown,,,,2017-10-04,Wala is built a community-driven and gamified personal financial management tool for cash-based consumers in emerging markets.,"Newtown Partners, Silicon Badia"
Private Equity Round - TymeBank,https://www.crunchbase.com/funding_round/tyme-private-equity--3142efd3,"Johannesburg, NA - South Africa, South Africa, Africa",TymeBank,https://www.crunchbase.com/organization/tyme,Private Equity,1600000000,ZAR,109942680,2021-02-23,TymeBank is a South African fully black-owned and controlled investment company.,"Apis Partners, JG Summit Holdings"
Seed Round - OZÉ,https://www.crunchbase.com/funding_round/ozé-seed--0061aaeb,"Accra, Greater Accra, Ghana, Africa",OZÉ,https://www.crunchbase.com/organization/ozé,Seed,700000,USD,700000,2021-01-13,"OZÉ is a habit-forming mobile app that makes it easy for SMEs in Africa to keep digital records, make better decisions and access capital.","Anorak Ventures, Ground Squirrel Ventures, Ingressive Capital, Matuca, MEST AFRICA, Rising Tide Africa"
Grant - Gricd,https://www.crunchbase.com/funding_round/gricd-grant--27ae2d49,"Lagos, Lagos, Nigeria, Africa",Gricd,https://www.crunchbase.com/organization/gricd,Grant,20000,USD,20000,2018-09-05,"Gricd provides IoT solutions to enable last mile delivery of temperature-controlled products such as vaccines, insulin and food.",FbStart
Pre Seed Round - Tendo,https://www.crunchbase.com/funding_round/tendo-5aa6-pre-seed--143f4386,"Accra, Greater Accra, Ghana, Africa",Tendo,https://www.crunchbase.com/organization/tendo-5aa6,Pre-Seed,,,,2021-07-02,Tendo is a social commerce platform that enables anyone to start an online shop with zero capital.,LoftyInc Capital Management
Pre Seed Round - Tendo,https://www.crunchbase.com/funding_round/tendo-5aa6-pre-seed--e4bec8f5,"Accra, Greater Accra, Ghana, Africa",Tendo,https://www.crunchbase.com/organization/tendo-5aa6,Pre-Seed,,,,2021-07-02,Tendo is a social commerce platform that enables anyone to start an online shop with zero capital.,XX
Debt Financing - Track Your Build,https://www.crunchbase.com/funding_round/tyb-debt-financing--b458d727,"Abuja, Federal Capital Territory, Nigeria, Africa",Track Your Build,https://www.crunchbase.com/organization/tyb,Debt Financing,12500,USD,12500,2020-05-01,Construction project management software and data gathering services for tracking construction progress and quality.,Edmond Nonie
Grant - Kandua,https://www.crunchbase.com/funding_round/kandua-grant--f6602aa0,"Johannesburg, NA - South Africa, South Africa, Africa",Kandua,https://www.crunchbase.com/organization/kandua,Grant,,,,2021-01-28,Kandua is an online marketplace for home services.,Catalyst Fund
Non Equity Assistance - HEALTHCARE LEADERSHIP ACADEMY AFRICA,https://www.crunchbase.com/funding_round/healthcare-leadership-academy-africa-non-equity-assistance--f498199b,"Ikoyi, Lagos, Nigeria, Africa",HEALTHCARE LEADERSHIP ACADEMY AFRICA,https://www.crunchbase.com/organization/healthcare-leadership-academy-africa,Non-equity Assistance,,,,2019-05-15,"Healthcare Leadership Academy is a Non-Profit Organization that provides bold, innovative approaches required to tackle health issues.",MassChallenge
Pre Seed Round - Track Your Build,https://www.crunchbase.com/funding_round/tyb-pre-seed--4d1b981b,"Abuja, Federal Capital Territory, Nigeria, Africa",Track Your Build,https://www.crunchbase.com/organization/tyb,Pre-Seed,125000,USD,125000,2019-01-01,Construction project management software and data gathering services for tracking construction progress and quality.,Logistica Angola
Debt Financing - Track Your Build,https://www.crunchbase.com/funding_round/tyb-debt-financing--7ce90c80,"Abuja, Federal Capital Territory, Nigeria, Africa",Track Your Build,https://www.crunchbase.com/organization/tyb,Debt Financing,9000,USD,9000,2021-07-01,Construction project management software and data gathering services for tracking construction progress and quality.,Edmond Nonie
Series B - AZA Finance,https://www.crunchbase.com/funding_round/bitpesa-series-b--c12c25e9,"Nairobi, Nairobi Area, Kenya, Africa",AZA Finance,https://www.crunchbase.com/organization/bitpesa,Series B,20000000,USD,20000000,2021-04-28,AZA is a provider of currency trading solutions that accelerate global access to frontier markets through an innovative infrastructure.,
Pre Seed Round - Talkero,https://www.crunchbase.com/funding_round/talkero-pre-seed--6f89c1f0,"Kicukiro, Kigali, Rwanda, Africa",Talkero,https://www.crunchbase.com/organization/talkero,Pre-Seed,250000,USD,250000,2021-07-12,"Talkero is a end-to-end encryption messaging, social media and mobile payment app.",Wood Group - WG
